,tconst,primaryTitle,startYear,ordering,nconst,characters,primaryName,birthYear
111197,tt0175592,Enchanted,1998,4.0,nm0058203,"[""Ms. Robbins""]",Jaid Barrymore,1946
111204,tt0175605,Falling to Peaces,1999,2.0,nm0703999,"[""Elijah Thomas""]",Stephen Francis Quinn,1986
111217,tt0175777,Just a Little Harmless Sex,1998,2.0,nm0005035,"[""Marilyn""]",Rachel Hunter,1969
111218,tt1467349,Jordon Saffron: Taste This!,2009,1.0,nm0005035,"[""Nikki""]",Rachel Hunter,1969
111252,tt0176234,Forever Fabulous,1999,1.0,nm0005443,"[""Loreli Daly""]",Jean Smart,1951
111253,tt0403702,Youth in Revolt,2009,4.0,nm0005443,"[""Estelle Twisp""]",Jean Smart,1951
111254,tt0482461,Barry Munday,2010,4.0,nm0005443,"[""Carol Munday""]",Jean Smart,1951
111255,tt1535438,Hope Springs,2012,4.0,nm0005443,"[""Eileen, Kay's Friend""]",Jean Smart,1951
111256,tt2425466,Warren,2014,1.0,nm0005443,"[""Claire Cavanee""]",Jean Smart,1951
111257,tt0176234,Forever Fabulous,1999,2.0,nm0185078,"[""Corinne Daly""]",Jennifer Elise Cox,1969
111258,tt1638898,Love or Whatever,2012,3.0,nm0185078,"[""Kelsey""]",Jennifer Elise Cox,1969
111259,tt2006721,Divorce Invitation,2012,4.0,nm0185078,"[""Bride""]",Jennifer Elise Cox,1969
111260,tt2077819,Out West,2013,1.0,nm0185078,"[""Prissy Alcott""]",Jennifer Elise Cox,1969
111261,tt0176234,Forever Fabulous,1999,4.0,nm0687443,"[""Adam""]",Jack Plotnick,1968
111262,tt0339071,Girls Will Be Girls,2003,1.0,nm0687443,"[""Evie""]",Jack Plotnick,1968
111263,tt1303743,In the Drink,2010,9.0,nm0687443,"[""David""]",Jack Plotnick,1968
111264,tt2112307,Big Bad Bugs,2012,1.0,nm0687443,"[""William Marx""]",Jack Plotnick,1968
111265,tt8137788,The History of Everything Circa 1993: F/K/A Kissy Cousins Monster Babies,2018,1.0,nm0687443,\N,Jack Plotnick,1968
111287,tt0176318,The Week That Girl Died,1998,3.0,nm0279209,"[""Ralph""]",Patrick Fischler,1969
111321,tt0176774,"God, Sex & Apple Pie",1998,1.0,nm0942010,"[""Tim""]",Greg Wrangler,1966
111324,tt0176774,"God, Sex & Apple Pie",1998,4.0,nm0476070,"[""Maggie""]",Katy Kurtzman,1965
111335,tt0176883,Kids World,2001,1.0,nm0256263,"[""Detloff""]",Todd Emerson,1984
111336,tt0176883,Kids World,2001,3.0,nm0287702,"[""Mitchell""]",Blake Foster,1985
111354,tt0176948,Love and Action in Chicago,1999,1.0,nm0005524,"[""Eddie Jones""]",Courtney B. Vance,1960
111380,tt0177073,Ormai è fatta!,1999,1.0,nm0009629,"[""Horst Fantazzini""]",Stefano Accorsi,1971
111381,tt1669625,La vita facile,2011,2.0,nm0009629,"[""Luca Manzi""]",Stefano Accorsi,1971
111382,tt0177073,Ormai è fatta!,1999,2.0,nm0261164,"[""Di Gennaro""]",Giovanni Esposito,1970
111383,tt0177073,Ormai è fatta!,1999,4.0,nm0145951,"[""Sostituto Procuratore""]",Antonio Catania,1952
111390,tt0177093,Party at Sam's,1996,1.0,nm0050710,\N,Thomas Ballatore,1961
111401,tt0177185,The Rowdy Girls,2000,2.0,nm0001781,"[""Mick""]",Julie Strain,1962
111402,tt0244831,Takin' It Off Out West,1995,4.0,nm0001781,"[""Mad Mary""]",Julie Strain,1962
111403,tt0307448,Sex Court: The Movie,2001,1.0,nm0001781,"[""Judge Julie""]",Julie Strain,1962
111404,tt6473976,High Heels on a Lady,1992,3.0,nm0001781,\N,Julie Strain,1962
111405,tt0177185,The Rowdy Girls,2000,3.0,nm0111955,"[""Sarah Foster""]",Deanna Brooks,1974
111406,tt0177185,The Rowdy Girls,2000,4.0,nm0889738,"[""Joe Pepper""]",Richie Varga,1970
111413,tt0177215,Seven Girlfriends,1999,2.0,nm0004857,"[""Jesse""]",Tim Daly,1956
111414,tt8856090,Before You Know It,2019,3.0,nm0004857,\N,Tim Daly,1956
111433,tt0177244,Spaceman,1997,3.0,nm0821026,"[""Special Agent in Charge""]",Brian Stack,1967
111434,tt0177244,Spaceman,1997,4.0,nm0052062,"[""Missing Persons Agent""]",Mark Banker,1973
111451,tt0177513,All the Wrong Places,2000,1.0,nm0385029,"[""Marisa Baron""]",Ali Hillis,1978
111452,tt0265344,The Month of August,2002,2.0,nm0385029,"[""August""]",Ali Hillis,1978
111453,tt1705126,Nesting,2012,2.0,nm0385029,"[""Sarah""]",Ali Hillis,1978
111454,tt0177513,All the Wrong Places,2000,2.0,nm0458468,"[""Paul Kelly""]",Jeremy Klavens,1971
111481,tt0177885,Killer Bud,2001,4.0,nm0444629,"[""Kristi""]",Caroline Keenan,1970
111483,tt0183137,Green,1997,4.0,nm0386504,"[""David Stone""]",Karl T. Hirsch,1970
111497,tt0177886,The Killer Eye,1999,4.0,nm0466574,"[""Morton""]",Costas Koromilas,1974
111505,tt0177967,The Key to Sex,1999,1.0,nm0285768,"[""Christy""]",Maria Ford,1966
111506,tt0198903,Perfect Fit,2001,2.0,nm0285768,"[""Perry""]",Maria Ford,1966
111507,tt0177967,The Key to Sex,1999,2.0,nm0141322,"[""Simon""]",Scott Carson,1969
111521,tt0178043,Stranger Than Fiction,2000,3.0,nm0000539,"[""Emma Scarlett""]",Dina Meyer,1968
111522,tt0299045,The Movie Hero,2003,2.0,nm0000539,"[""Elizabeth Orlando"",""The Love Interest""]",Dina Meyer,1968
111523,tt3991066,A Dogwalker's Christmas Tale,2015,3.0,nm0000539,"[""Missy Paxton""]",Dina Meyer,1968
111524,tt4508932,Fishes 'n Loaves: Heaven Sent,2016,2.0,nm0000539,"[""Mary Louise Michaels""]",Dina Meyer,1968
111531,tt0178050,Sunset Strip,2000,2.0,nm0295484,"[""Tammy Franklin""]",Anna Friel,1976
111532,tt0218182,An Everlasting Piece,2000,3.0,nm0295484,"[""Bronagh""]",Anna Friel,1976
111533,tt0457400,Land of the Lost,2009,3.0,nm0295484,"[""Holly Cantrell""]",Anna Friel,1976
111534,tt0178050,Sunset Strip,2000,3.0,nm0001763,"[""Zach""]",Nick Stahl,1979
111535,tt0468521,The Night of the White Pants,2006,2.0,nm0001763,"[""Horace 'Raff' Rafferty""]",Nick Stahl,1979
111536,tt0762104,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,1.0,nm0001763,"[""Jinx""]",Nick Stahl,1979
111560,tt0178579,Ho vinto la lotteria di Capodanno,1989,3.0,nm0589626,"[""Cieco""]",Camillo Milli,1929
111565,tt0178580,Die Hochzeitskuh,1999,1.0,nm0662843,"[""Flora""]",Isabella Parkinson,1970
111566,tt0178580,Die Hochzeitskuh,1999,2.0,nm0718081,"[""Tim""]",Oliver Reinhard,1964
111568,tt0178580,Die Hochzeitskuh,1999,4.0,nm0775056,"[""Luxury Hotel Concierge""]",Maria Schrader,1965
111571,tt1492841,Foreign Letters,2012,3.0,nm0858008,"[""Ellie's Mom"",""Herself""]",Ela Thier,1971
111572,tt3770750,Tomorrow Ever After,2016,4.0,nm0858008,"[""Shaina""]",Ela Thier,1971
111596,tt0178988,Whiteboyz,1999,1.0,nm0387773,"[""Flip""]",Danny Hoch,1970
111597,tt0210130,"Jails, Hospitals & Hip-Hop",2000,1.0,nm0387773,"[""Danny, Bronks, Flip, Sam, Gabriel, Victor, Peter, Andy, Emcee Enuff""]",Danny Hoch,1970
111598,tt0178988,Whiteboyz,1999,3.0,nm0916406,"[""Trevor""]",Mark Webber,1980
111599,tt0184907,Snow Day,2000,2.0,nm0916406,"[""Hal Brandston""]",Mark Webber,1980
111600,tt0944101,Good Dick,2008,4.0,nm0916406,"[""Derek""]",Mark Webber,1980
111601,tt1247692,Shrink,2009,2.0,nm0916406,"[""Jeremy""]",Mark Webber,1980
111602,tt1965065,Save the Date,2012,3.0,nm0916406,"[""Jonathan""]",Mark Webber,1980
111603,tt2034031,Laggies,2014,4.0,nm0916406,"[""Anthony""]",Mark Webber,1980
111604,tt2955096,Happy Christmas,2014,3.0,nm0916406,"[""Kevin""]",Mark Webber,1980
111605,tt6342110,Spivak,2018,4.0,nm0916406,"[""Jesse Mueller""]",Mark Webber,1980
111614,tt0179116,But I'm a Cheerleader,1999,3.0,nm0931329,"[""Kimberly""]",Michelle Williams,1980
111615,tt0337639,A Hole in One,2004,1.0,nm0931329,"[""Anna Watson""]",Michelle Williams,1980
111616,tt0373024,Imaginary Heroes,2004,4.0,nm0931329,"[""Penny Travis""]",Michelle Williams,1980
111617,tt0383028,"Synecdoche, New York",2008,3.0,nm0931329,"[""Claire Keen""]",Michelle Williams,1980
111618,tt0401244,The Baxter,2005,4.0,nm0931329,"[""Cecil Mills""]",Michelle Williams,1980
111619,tt6791096,I Feel Pretty,2018,2.0,nm0931329,"[""Avery LeClaire""]",Michelle Williams,1980
111637,tt0179138,Les couples du Bois de Boulogne,1974,2.0,nm0508826,"[""Barbara"",""Wife""]",Anne Libert,1946
111645,tt0179144,Dean Quixote,2000,1.0,nm0693090,"[""Dean Feuer""]",Brian Poth,1975
111659,tt0179150,Nice Guys Finish Dead,2001,1.0,nm0593841,"[""Captain Tom 'Tomcat' Katowski""]",Bentley Mitchum,1967
111661,tt0179150,Nice Guys Finish Dead,2001,3.0,nm0894842,"[""Shauna""]",Cec Verrell,1958
111670,tt0179188,Fun and Games,1973,1.0,nm0819204,"[""Harriet Mitchell""]",Alice Spivak,1935
111679,tt0179189,Funnyman,1967,3.0,nm0029100,"[""Sybil, Costumer""]",Carole Androsky,1942
111693,tt0179526,Who's the Caboose?,1999,2.0,nm0798971,"[""Susan""]",Sarah Silverman,1970
111694,tt0365296,Hair High,2004,2.0,nm0798971,"[""Cherri""]",Sarah Silverman,1970
111695,tt0391229,I Want Someone to Eat Cheese With,2006,2.0,nm0798971,"[""Beth""]",Sarah Silverman,1970
111696,tt0422528,Sarah Silverman: Jesus Is Magic,2005,1.0,nm0798971,"[""Sarah""]",Sarah Silverman,1970
111697,tt1103273,Peep World,2010,2.0,nm0798971,"[""Cheri Meyerwitz""]",Sarah Silverman,1970
111698,tt1276105,Saint John of Las Vegas,2009,3.0,nm0798971,"[""Jill""]",Sarah Silverman,1970
111699,tt1772341,Wreck-It Ralph,2012,4.0,nm0798971,"[""Vanellope""]",Sarah Silverman,1970
111701,tt3774466,Ashby,2015,4.0,nm0798971,"[""June Wallis""]",Sarah Silverman,1970
111702,tt3960412,Popstar: Never Stop Never Stopping,2016,4.0,nm0798971,"[""Paula""]",Sarah Silverman,1970
111703,tt4622512,Battle of the Sexes,2017,4.0,nm0798971,"[""Gladys Heldman""]",Sarah Silverman,1970
111704,tt5848272,Ralph Breaks the Internet,2018,2.0,nm0798971,"[""Vanellope""]",Sarah Silverman,1970
111705,tt0179526,Who's the Caboose?,1999,3.0,nm0781268,"[""Max""]",Sam Seder,1966
111706,tt0179526,Who's the Caboose?,1999,4.0,nm0806246,"[""Congratulator #1""]",Eric Slovin,1967
111720,tt0179681,Blue Christmas,1998,3.0,nm0389611,"[""Svelte""]",Robert Hogan,1933
111721,tt0179681,Blue Christmas,1998,4.0,nm0360191,"[""Tex""]",Bryan Hanna,1974
111735,tt0179769,Dill Scallion,1999,1.0,nm0121605,"[""Dill Scallion""]",Billy Burke,1966
111737,tt0938305,Freaky Deaky,2012,1.0,nm0121605,"[""Chris Mankowski""]",Billy Burke,1966
111738,tt1506998,Highland Park,2013,1.0,nm0121605,"[""Lloyd Howard""]",Billy Burke,1966
111739,tt1640483,Angels in Stardust,2014,2.0,nm0121605,"[""The Cowboy""]",Billy Burke,1966
111740,tt3651804,Divine Access,2015,1.0,nm0121605,"[""Jack""]",Billy Burke,1966
111741,tt0179769,Dill Scallion,1999,4.0,nm0462712,"[""Bubba Pearl""]",David Koechner,1962
111742,tt0214646,Dropping Out,2000,2.0,nm0462712,"[""Henry""]",David Koechner,1962
111743,tt0454987,Let's Go to Prison,2006,4.0,nm0462712,"[""Shanahan""]",David Koechner,1962
111744,tt0462395,Larry the Cable Guy: Health Inspector,2006,2.0,nm0462712,"[""Donnie""]",David Koechner,1962
111745,tt0790804,The Comebacks,2007,1.0,nm0462712,"[""Lambeau \""Coach\"" Fields""]",David Koechner,1962
111746,tt1092633,"The Goods: Live Hard, Sell Hard",2009,3.0,nm0462712,"[""Brent Gage""]",David Koechner,1962
111747,tt1198408,Tenure,2008,3.0,nm0462712,"[""Jay Hadley""]",David Koechner,1962
111748,tt2243537,A Haunted House,2013,4.0,nm0462712,"[""Dan the Security Man""]",David Koechner,1962
111749,tt2389182,Cheap Thrills,2013,4.0,nm0462712,"[""Colin""]",David Koechner,1962
111750,tt3737782,Jason Nash Is Married,2014,4.0,nm0462712,"[""Scooter""]",David Koechner,1962
111751,tt3850590,Krampus,2015,3.0,nm0462712,"[""Howard""]",David Koechner,1962
111752,tt4654016,Bernard and Huey,2017,4.0,nm0462712,"[""Huey""]",David Koechner,1962
111753,tt6385768,Life Support,2019,2.0,nm0462712,"[""Dr. Clarence Grey""]",David Koechner,1962
111778,tt0179915,Just Sue Me,2000,3.0,nm0005010,\N,Lori Heuring,1973
111779,tt0288230,King's Highway,2002,2.0,nm0005010,"[""Mary Evanese""]",Lori Heuring,1973
111780,tt0337942,Connecting Dots,2003,4.0,nm0005010,"[""Nicole""]",Lori Heuring,1973
111781,tt0365770,Soccer Dog: European Cup,2004,3.0,nm0005010,"[""Veronica Matthews""]",Lori Heuring,1973
111784,tt0179970,Merchants of Venus,1998,2.0,nm0311562,"[""Catherine Lucky McKay""]",Prunella Gee,1950
111785,tt0179970,Merchants of Venus,1998,3.0,nm0279297,"[""Eppy""]",Nancy Fish,1938
111817,tt0180242,A Texas Funeral,1999,1.0,nm0429051,"[""Little Sparta""]",Quinton Jones,1990
111831,tt0180303,If You Only Knew,2000,1.0,nm0000628,"[""Parker Concorde""]",Johnathon Schaech,1969
111832,tt0198284,After Sex,2000,4.0,nm0000628,"[""Matt""]",Johnathon Schaech,1969
111853,tt0180601,Chickboxer,1992,3.0,nm0085316,"[""Colt Jackson""]",James Black,1962
111854,tt0234811,"Stop It, You're Killing Me",2000,3.0,nm0085316,"[""Eric Jameson""]",James Black,1962
111855,tt0446012,One More Round,2005,4.0,nm0085316,"[""Ronny \""Super Ron\""""]",James Black,1962
111856,tt6095406,Boosters,2012,3.0,nm0085316,\N,James Black,1962
111869,tt0180631,Deadlock,1997,8.0,nm0209815,"[""Woody""]",Anthony De Longis,1950
111912,tt0181193,Ámbár tanár úr,1998,1.0,nm0379796,"[""Stefi, Tímea's mom""]",Judit Hernádi,1956
111913,tt0181193,Ámbár tanár úr,1998,2.0,nm0229957,"[""Tímea Kapy""]",Kata Dobó,1974
111924,tt0181283,Almighty Fred,1996,2.0,nm0471258,\N,Christopher Kriesa,1947
111925,tt0826558,Ibid,2008,3.0,nm0471258,"[""Chris Cross""]",Christopher Kriesa,1947
111926,tt0181283,Almighty Fred,1996,4.0,nm1036306,"[""Dr. Bambi""]",Holly Beavon,1971
111927,tt0398346,"Stress, Orgasms, and Salvation",2005,2.0,nm1036306,"[""Madonna Lookalike""]",Holly Beavon,1971
111932,tt0181288,American Movie,1999,1.0,nm0096013,"[""Filmmaker""]",Mark Borchardt,1966
111933,tt0303311,"Britney, Baby, One More Time",2002,2.0,nm0096013,"[""Dude Schmitz""]",Mark Borchardt,1966
111934,tt1378720,Living Arrangements,2009,2.0,nm0096013,"[""Paul""]",Mark Borchardt,1966
111935,tt4621736,Here Comes Rusty,2016,4.0,nm0096013,"[""Oren""]",Mark Borchardt,1966
111946,tt0181310,Belle maman,1999,2.0,nm0512071,"[""Antoine""]",Vincent Lindon,1959
111947,tt0181310,Belle maman,1999,3.0,nm0782565,"[""Séverine""]",Mathilde Seigner,1968
111948,tt0887901,Détrompez-vous,2007,1.0,nm0782565,"[""Lisa""]",Mathilde Seigner,1968
111949,tt0181310,Belle maman,1999,4.0,nm0719232,"[""Nicou""]",Line Renaud,1928
111961,tt0181322,The Breaks,1999,1.0,nm0026364,"[""Inmate #1""]",Anthony Anderson,1970
111962,tt0183505,"Me, Myself & Irene",2000,3.0,nm0026364,"[""Jamaal""]",Anthony Anderson,1970
111963,tt0242445,Exit Wounds,2001,4.0,nm0026364,"[""T.K. Johnson""]",Anthony Anderson,1970
111964,tt0257568,Kangaroo Jack,2003,1.0,nm0026364,"[""Louis Booker""]",Anthony Anderson,1970
111965,tt0269341,Two Can Play That Game,2001,3.0,nm0026364,"[""Tony""]",Anthony Anderson,1970
111966,tt0303714,Barbershop,2002,4.0,nm0026364,"[""J.D.""]",Anthony Anderson,1970
111967,tt0332712,My Baby's Daddy,2004,2.0,nm0026364,"[""G""]",Anthony Anderson,1970
111968,tt0358349,Agent Cody Banks 2: Destination London,2004,2.0,nm0026364,"[""Derek""]",Anthony Anderson,1970
111969,tt0388183,King's Ransom,2005,1.0,nm0026364,"[""Malcolm King""]",Anthony Anderson,1970
111970,tt0486611,The Last Stand,2006,2.0,nm0026364,"[""Jay""]",Anthony Anderson,1970
111971,tt0826751,Steppin: The Movie,2009,4.0,nm0026364,"[""Trevor""]",Anthony Anderson,1970
111973,tt3628584,Barbershop: The Next Cut,2016,3.0,nm0026364,"[""J.D.""]",Anthony Anderson,1970
111982,tt0181602,The Item,1999,1.0,nm0892340,"[""Lauren""]",DawnMarie Ferrara,1973
112001,tt0181717,Las nenas del 7,1955,3.0,nm0144961,"[""Quica""]",Rosa de Castilla,1931
112002,tt0274926,Tan bueno el giro como el colorado,1959,4.0,nm0144961,"[""Alicia González""]",Rosa de Castilla,1931
112003,tt0181717,Las nenas del 7,1955,4.0,nm0013567,"[""Cuca""]",Luz María Aguilar,1935
112009,tt0181836,The Specials,2000,4.0,nm0480465,"[""Nightbird""]",Jordan Ladd,1975
112010,tt0300176,Dog Gone Love,2004,2.0,nm0480465,"[""Arianna""]",Jordan Ladd,1975
112011,tt3737840,The Untold Story,2019,2.0,nm0480465,"[""Rebecca""]",Jordan Ladd,1975
112012,tt3877088,Good Grief,2017,2.0,nm0480465,"[""Cindy""]",Jordan Ladd,1975
112015,tt0181875,Almost Famous,2000,1.0,nm0001082,"[""Russell Hammond""]",Billy Crudup,1968
112016,tt0427968,Trust the Man,2005,3.0,nm0001082,"[""Tobey""]",Billy Crudup,1968
112017,tt0490579,Dedication,2007,1.0,nm0001082,"[""Henry Roth""]",Billy Crudup,1968
112018,tt1058743,Pretty Bird,2008,1.0,nm0001082,"[""Curtis Prentiss""]",Billy Crudup,1968
112019,tt1298649,The Watch,2012,4.0,nm0001082,"[""Neighbor""]",Billy Crudup,1968
112020,tt1798243,Rudderless,2014,1.0,nm0001082,"[""Sam""]",Billy Crudup,1968
112021,tt2064968,The Longest Week,2014,3.0,nm0001082,"[""Dylan Tate""]",Billy Crudup,1968
112022,tt3687316,Youth in Oregon,2016,2.0,nm0001082,"[""Brian""]",Billy Crudup,1968
112023,tt4385888,20th Century Women,2016,4.0,nm0001082,"[""William""]",Billy Crudup,1968
112024,tt0181875,Almost Famous,2000,2.0,nm0297578,"[""William Miller""]",Patrick Fugit,1982
112025,tt0283003,Spun,2002,3.0,nm0297578,"[""Frisbee""]",Patrick Fugit,1982
112026,tt0332375,Saved!,2004,4.0,nm0297578,"[""Patrick""]",Patrick Fugit,1982
112027,tt0421045,Bickford Shmeckler's Cool Ideas,2006,1.0,nm0297578,"[""Bickford Shmeckler""]",Patrick Fugit,1982
112028,tt0477139,Wristcutters: A Love Story,2006,1.0,nm0297578,"[""Zia""]",Patrick Fugit,1982
112030,tt6983418,A Name Without a Place,2019,3.0,nm0297578,"[""Samuel Sussicran""]",Patrick Fugit,1982
112031,tt0181875,Almost Famous,2000,3.0,nm0005028,"[""Penny Lane""]",Kate Hudson,1979
112032,tt0251127,How to Lose a Guy in 10 Days,2003,1.0,nm0005028,"[""Andie""]",Kate Hudson,1979
112033,tt0318283,Alex & Emma,2003,2.0,nm0005028,"[""Emma Dinsmore"",""Ylva"",""Elsa""]",Kate Hudson,1979
112034,tt0350028,Raising Helen,2004,1.0,nm0005028,"[""Helen Harris""]",Kate Hudson,1979
112035,tt0463034,"You, Me and Dupree",2006,1.0,nm0005028,"[""Molly""]",Kate Hudson,1979
112036,tt0491152,Something Borrowed,2011,2.0,nm0005028,"[""Darcy""]",Kate Hudson,1979
112037,tt0770752,Fool's Gold,2008,2.0,nm0005028,"[""Tess""]",Kate Hudson,1979
112038,tt0901476,Bride Wars,2009,1.0,nm0005028,"[""Liv""]",Kate Hudson,1979
112039,tt1046163,My Best Friend's Girl,2008,1.0,nm0005028,"[""Alexis""]",Kate Hudson,1979
112040,tt1440161,A Little Bit of Heaven,2011,1.0,nm0005028,"[""Marley Corbett""]",Kate Hudson,1979
112041,tt2870708,Wish I Was Here,2014,4.0,nm0005028,"[""Sarah Bloom""]",Kate Hudson,1979
112042,tt4824302,Mother's Day,2016,2.0,nm0005028,"[""Jesse""]",Kate Hudson,1979
112043,tt0181875,Almost Famous,2000,4.0,nm0000531,"[""Elaine Miller""]",Frances McDormand,1957
112044,tt0185014,Wonder Boys,2000,3.0,nm0000531,"[""Sara Gaskell""]",Frances McDormand,1957
112045,tt0436331,Friends with Money,2006,2.0,nm0000531,"[""Jane""]",Frances McDormand,1957
112046,tt0887883,Burn After Reading,2008,2.0,nm0000531,"[""Linda Litzke""]",Frances McDormand,1957
112047,tt1979388,The Good Dinosaur,2015,2.0,nm0000531,"[""Momma""]",Frances McDormand,1957
112062,tt0181945,A Piece of Eden,2000,1.0,nm0335789,"[""Bob Tredici""]",Marc Grapey,1964
112063,tt0181945,A Piece of Eden,2000,2.0,nm0364117,"[""Happy Buchanan""]",Rebecca Harrell Tickell,1980
112067,tt0182006,"Le ciel, les oiseaux,... et ta mère!",1999,1.0,nm0213354,"[""Youssef""]",Jamel Debbouze,1975
112069,tt0182006,"Le ciel, les oiseaux,... et ta mère!",1999,3.0,nm0222088,"[""Christophe""]",Lorànt Deutsch,1975
112070,tt0182006,"Le ciel, les oiseaux,... et ta mère!",1999,4.0,nm0183668,"[""Mike""]",Julien Courbey,1976
112077,tt0182027,The Cure for Boredom,2001,2.0,nm0168387,"[""Johnny Ragoni""]",Brad Grunberg,1964
112086,tt0182256,Just Add Love,1997,1.0,nm0005176,"[""Charlotte""]",Wendie Malick,1950
112087,tt0328875,Raising Genius,2004,2.0,nm0005176,"[""Nancy Nestor""]",Wendie Malick,1950
112088,tt0182256,Just Add Love,1997,2.0,nm0249109,"[""Leonard""]",Richard Eden,1959
112122,tt0182789,Bicentennial Man,1999,2.0,nm0001110,"[""Little Miss Amanda Martin"",""Portia Charney""]",Embeth Davidtz,1965
112123,tt0418773,Junebug,2005,1.0,nm0001110,"[""Madeleine""]",Embeth Davidtz,1965
112126,tt0182890,Chi Girl,1999,1.0,nm0887402,"[""Heather Green""]",Heidi Van Lier,1970
112134,tt0182890,Chi Girl,1999,3.0,nm0071373,"[""Cliff""]",Scott Benjaminson,1965
112139,tt0182992,The Dogwalker,1999,1.0,nm0829901,"[""Jerry""]",Will Stewart,1971
112140,tt0182992,The Dogwalker,1999,2.0,nm0469671,"[""Helene""]",Stepfanie Kramer,1956
112141,tt0182992,The Dogwalker,1999,3.0,nm0865302,"[""Mones""]",Tony Todd,1954
112142,tt0485782,The Thirst: Blood War,2008,1.0,nm0865302,"[""Julien""]",Tony Todd,1954
112143,tt1270835,Hatchet II,2010,3.0,nm0865302,"[""Reverend Zombie""]",Tony Todd,1954
112144,tt1352753,A Night at the Silent Movie Theater,2012,2.0,nm0865302,"[""Jones""]",Tony Todd,1954
112145,tt5611424,From Jennifer,2017,1.0,nm0865302,"[""Chad Wolfe""]",Tony Todd,1954
112155,tt0182996,Don't Go in the Woods,1981,2.0,nm0038000,"[""Ingrid""]",Mary Gail Artz,1952
112163,tt0183137,Green,1997,1.0,nm0666239,"[""Eric""]",Hyrum Patterson,1973
112170,tt0183488,A Man Is Mostly Water,2000,2.0,nm0753068,"[""Andy""]",Christopher Rydell,1963
112171,tt1342122,Queen of the Lot,2010,3.0,nm0753068,"[""Dov Lambert""]",Christopher Rydell,1963
112172,tt0183488,A Man Is Mostly Water,2000,3.0,nm0193104,"[""Jeff""]",Mark Curry,1961
112173,tt0215760,The Fanatics,1997,4.0,nm0193104,"[""Fly Walker""]",Mark Curry,1961
112180,tt0183505,"Me, Myself & Irene",2000,4.0,nm0115236,"[""Lee Harvey""]",Mongo Brownlee,1971
112188,tt0183717,Rock 'n' Roll Frankenstein,1999,1.0,nm0346552,"[""The Monster, a.k.a. 'King'""]",Graig Guggenheim,1969
112216,tt0184018,Who Gets the House?,1999,1.0,nm0531061,"[""Brian Reece""]",Ricky Mabe,1983
112217,tt1540404,"Faith, Fraud, & Minimum Wage",2011,3.0,nm0531061,"[""Jansen Block""]",Ricky Mabe,1983
112218,tt3278416,Dirty Beautiful,2015,1.0,nm0531061,"[""David""]",Ricky Mabe,1983
112219,tt0184018,Who Gets the House?,1999,2.0,nm0193846,"[""Emily Reece""]",Elisha Cuthbert,1982
112220,tt0265208,The Girl Next Door,2004,3.0,nm0193846,"[""Danielle""]",Elisha Cuthbert,1982
112221,tt0404254,My Sassy Girl,2008,1.0,nm0193846,"[""Jordan Roark""]",Elisha Cuthbert,1982
112222,tt1074214,The Six Wives of Henry Lefay,2009,3.0,nm0193846,"[""Barbara""]",Elisha Cuthbert,1982
112223,tt0184018,Who Gets the House?,1999,3.0,nm0520317,"[""Rebecca Reece""]",Sophie Lorain,1957
112232,tt0184060,You Are Here,1997,1.0,nm0460694,"[""Jack""]",Robert Knepper,1959
112233,tt1930463,Ride,2014,4.0,nm0460694,"[""Peter""]",Robert Knepper,1959
112234,tt0184060,You Are Here,1997,2.0,nm0731898,"[""Holly""]",Jenny Robertson,1963
